# hostname;interval;timestamp;kbmemfree;kbmemused;%memused;kbbuffers;kbcached;kbcommit;%commit;kbactive;kbinact
axle;60;1415137565;41242700;222876856;84.38;137096;185586880;134225340;49.04;144637476;69439900
axle;60;1415137625;36093560;228025996;86.33;137280;190753208;134225504;49.04;150593288;68647828
axle;60;1415137685;33996492;230123064;87.13;137432;192842892;134225504;49.04;154392900;66943380
axle;60;1415137745;31931464;232188092;87.91;137596;194904876;134225504;49.04;158129552;65274688
axle;60;1415137805;27878776;236240780;89.44;137768;196455828;136909384;50.02;163355292;64063532
axle;60;1415137865;24355060;239764496;90.78;138052;198286648;138276128;50.52;165236212;65752680
axle;60;1415137925;25772868;238346688;90.24;138208;199433492;135802832;49.62;162799592;66741352
axle;60;1415137985;15825936;248293620;94.01;138380;201070476;145029704;52.99;171236064;68232692
axle;60;1415138045;15979220;248140336;93.95;138604;203294552;141760952;51.80;168944936;70301928
axle;60;1415138105;17233868;246885688;93.47;138820;205273948;138344612;50.55;165833252;72135540
axle;60;1415138165;16469924;247649632;93.76;138984;206018584;138360976;50.55;165978756;72733628
axle;60;1415138225;14629332;249490224;94.46;139152;207812448;138360976;50.55;167116576;73387108
